Date,Close,Open,High,Low,Volume
2020-12-02,6906.9814453125,6837.911630859375,6906.9814453125,6837.911630859375,1000000
2020-12-03,7417.44580078125,6906.9814453125,7417.44580078125,6906.9814453125,1000000
2020-12-04,7478.83349609375,7417.44580078125,7478.83349609375,7417.44580078125,1000000
2020-12-07,7421.56591796875,7478.83349609375,7478.83349609375,7421.56591796875,1000000
2020-12-08,7440.06494140625,7421.56591796875,7440.06494140625,7421.56591796875,1000000
2020-12-09,7388.83544921875,7440.06494140625,7440.06494140625,7388.83544921875,1000000
2020-12-10,7414.47412109375,7388.83544921875,7414.47412109375,7388.83544921875,1000000
2020-12-11,7412.125,7414.47412109375,7414.47412109375,7412.125,1000000
2020-12-14,7376.90283203125,7412.125,7412.125,7376.90283203125,1000000
2020-12-15,7442.50830078125,7376.90283203125,7442.50830078125,7376.90283203125,1000000
2020-12-16,7472.31591796875,7442.50830078125,7472.31591796875,7442.50830078125,1000000
2020-12-17,7374.2197265625,7472.31591796875,7472.31591796875,7374.2197265625,1000000
2020-12-18,7245.54931640625,7374.2197265625,7374.2197265625,7245.54931640625,1000000
2020-12-21,7069.5322265625,7245.54931640625,7245.54931640625,7069.5322265625,1000000
2020-12-22,7088.02978515625,7069.5322265625,7088.02978515625,7069.5322265625,1000000
2020-12-23,7140.31298828125,7088.02978515625,7140.31298828125,7088.02978515625,1000000
2020-12-24,7136.57470703125,7140.31298828125,7140.31298828125,7136.57470703125,1000000
2020-12-28,7171.9892578125,7136.57470703125,7171.9892578125,7136.57470703125,1000000
2020-12-29,7142.61279296875,7171.9892578125,7171.9892578125,7142.61279296875,1000000
2020-12-30,7296.490234375,7142.61279296875,7296.490234375,7142.61279296875,1000000
2020-12-31,7331.6650390625,7296.490234375,7331.6650390625,7296.490234375,1000000
2021-01-01,7371.6318359375,7331.6650390625,7371.6318359375,7331.6650390625,1000000
2021-01-04,7382.17431640625,7371.6318359375,7382.17431640625,7371.6318359375,1000000
2021-01-05,7337.27197265625,7382.17431640625,7382.17431640625,7337.27197265625,1000000
2021-01-06,7311.5380859375,7337.27197265625,7337.27197265625,7311.5380859375,1000000
2021-01-07,7251.58740234375,7311.5380859375,7311.5380859375,7251.58740234375,1000000
2021-01-08,7681.78173828125,7251.58740234375,7681.78173828125,7251.58740234375,1000000
2021-01-11,7890.578125,7681.78173828125,7890.578125,7681.78173828125,1000000
2021-01-12,7847.73583984375,7890.578125,7890.578125,7847.73583984375,1000000
2021-01-13,7801.5390625,7847.73583984375,7847.73583984375,7801.5390625,1000000
2021-01-14,7810.73974609375,7801.5390625,7810.73974609375,7801.5390625,1000000
2021-01-15,7691.22265625,7810.73974609375,7810.73974609375,7691.22265625,1000000
2021-01-18,7505.18994140625,7691.22265625,7691.22265625,7505.18994140625,1000000
2021-01-19,7593.31884765625,7505.18994140625,7593.31884765625,7505.18994140625,1000000
2021-01-20,7806.427734375,7593.31884765625,7806.427734375,7593.31884765625,1000000
2021-01-21,7741.06103515625,7806.427734375,7806.427734375,7741.06103515625,1000000
2021-01-22,7714.32080078125,7741.06103515625,7741.06103515625,7714.32080078125,1000000
2021-01-25,7649.7705078125,7714.32080078125,7714.32080078125,7649.7705078125,1000000
2021-01-27,7543.7666015625,7649.7705078125,7649.7705078125,7543.7666015625,1000000
2021-01-28,7273.10498046875,7543.7666015625,7543.7666015625,7273.10498046875,1000000
2021-01-29,6907.125,7273.10498046875,7273.10498046875,6907.125,1000000
2021-02-01,7092.2470703125,6907.125,7092.2470703125,6907.125,1000000
2021-02-02,7336.55322265625,7092.2470703125,7336.55322265625,7092.2470703125,1000000
2021-02-03,7273.775390625,7336.55322265625,7336.55322265625,7273.775390625,1000000
2021-02-04,7322.4638671875,7273.775390625,7322.4638671875,7273.775390625,1000000
2021-02-05,7182.67578125,7322.4638671875,7322.4638671875,7182.67578125,1000000
2021-02-08,7259.7822265625,7182.67578125,7259.7822265625,7182.67578125,1000000
2021-02-09,7310.05224609375,7259.7822265625,7310.05224609375,7259.7822265625,1000000
2021-02-10,7304.9248046875,7310.05224609375,7310.05224609375,7304.9248046875,1000000
